12.77423207,12.1166682,0.0257,12.47904969,10.79603783,16.38537026,16.488228
12.87806248,12.12265984,0.030833333,12.54632233,11.12049108,16.46116131,16.52174153
12.87502327,12.13403855,0.035766667,12.59106572,10.82926639,16.44939275,16.52797411
12.88908023,12.14999129,0.0399,12.59673083,10.96103684,16.449982,16.54245783
12.97708252,12.15957076,0.039333333,12.63259479,11.37917239,16.47458742,16.62232305
12.95706606,12.17713726,0.036966667,12.68159845,10.9486233,16.48167334,16.62182136
12.96333197,12.19576493,0.029366667,12.66510566,10.92394069,16.45894101,16.64227664
12.91118369,12.21336234,0.022966667,12.66965638,10.3982949,16.42159957,16.633907
12.93521538,12.21789107,0.020033333,12.66931947,10.49635486,16.39911906,16.6614482
13.00970659,12.22523934,0.017333333,12.72884736,10.78606914,16.38975907,16.71884613
13.07401493,12.23576715,0.016833333,12.74821946,11.10906108,16.41321721,16.7329001
13.15495061,12.24608006,0.024,12.8278607,11.17666693,16.4637066,16.75558752
13.22622791,12.2688615,0.024566667,12.87038002,11.40790948,16.47835947,16.8044164
13.26966857,12.27927527,0.026066667,12.91862997,11.36845914,16.5257906,16.81548555
13.30632635,12.29003245,0.028466667,12.95110434,11.43827539,16.51743087,16.83170477
13.31608351,12.30389984,0.029233333,13.00769472,11.30001305,16.49185765,16.85951746
13.36819501,12.31514331,0.029666667,13.03438565,11.51724324,16.51614321,16.8853183
13.41782048,12.31919059,0.029633333,13.07264442,11.5745767,16.54137017,16.89862477
13.49242601,12.32653881,0.0333,13.12665125,11.70381352,16.55216967,16.91497731
13.52343444,12.35014526,0.034533333,13.16046734,11.75431897,16.58312805,16.94991051
13.61211615,12.36435163,0.034633333,13.23910518,11.91414099,16.65672609,16.93074082
13.65829671,12.37742057,0.0349,13.30934213,11.89660426,16.67409584,16.96806865
13.71252553,12.39676393,0.034566667,13.38273869,11.98972332,16.69964084,17.01131478
13.72328363,12.41511671,0.035766667,13.39385782,12.02015533,16.73826424,17.02250758
13.82034256,12.43267081,0.039733333,13.48116536,12.40559097,16.80028005,17.02602371
13.87405317,12.45032616,0.040766667,13.525203,12.40433116,16.83973039,17.02715729
13.95439029,12.46790392,0.040733333,13.59330639,12.54493229,16.84916219,17.05679939
14.05000083,12.49245417,0.041666667,13.70421033,12.56469484,16.88684463,17.09453499
14.14664096,12.51702966,0.045566667,13.76269789,12.88748534,16.9441866,17.12666992
14.16047356,12.55430567,0.049133333,13.77370554,12.81456141,16.98322366,17.15328067
14.18672819,12.59261154,0.0541,13.81920535,12.77521656,17.00191595,17.17545838
