0.0078679,4.8531e-05,0.0015418,0.0092415,0.002325,0.00029756
1.0688,0.0028286,-0.061608,0.17856,0.0058656,0.060893
0.18487,1.1736,0.025025,0.023949,0.0025413,0.35915
-0.59124,0.0070635,0.82265,-0.65851,-0.033947,-0.40511
0.032373,0.0016105,-0.0079541,1.3659,-0.011981,0.025475
0.058181,0.0040416,-0.0062199,0.17669,1.2751,0.064739
0.011341,0.0063257,0.0074054,-0.12993,-0.09606,1.1912
-0.050804,-0.0052798,0.027073,-0.090263,-0.019351,-0.037905
-0.2796,-0.066963,-0.0032678,0.27372,-0.03164,-0.26893
0.21407,-0.015134,0.15818,1.069,0.12329,0.27939
-0.011275,0.0008099,0.0066718,-0.34017,0.0036356,-0.01174
-0.0019813,-0.01023,-0.0090192,-0.18395,-0.16672,-0.029188
-0.011076,-0.0057845,0.00056713,-0.10252,0.048943,-0.30042
0.016173,-0.0012473,0.015049,-0.033318,-0.0081244,-0.032685
-0.037564,0.0034166,-0.016527,-0.47483,-0.00063443,-0.078383
0.13065,-0.018222,0.028158,0.10376,-0.11082,-0.028916
-0.00074631,0.00038673,0.001199,-0.016496,0.0071609,-0.0060609
0.00037725,0.0052823,0.006766,-0.021851,-0.024451,-0.046117
-0.037828,-0.00053279,-0.0089017,0.25043,0.032437,0.0066647
-0.0057377,-0.00066478,-0.00062828,-0.090563,0.012984,-0.0018995
-0.036331,-0.012404,0.0048303,-0.0605,0.00052617,0.0012883
0.1845,0.0076123,0.026405,-0.40566,-0.0037614,0.013706
-0.013005,-0.00010606,0.00040901,0.018352,0.0050478,-0.0018979
-0.014652,0.0058881,0.011402,0.14869,-0.072655,0.0080315
-0.023065,0.005078,0.011072,0.10417,0.0014403,-0.0016573
-0.032873,0.00053891,0.0051611,0.018441,0.0075609,-0.0013355
0.067387,-0.0088701,-0.014107,0.13118,0.03293,0.02614
0.10015,0.0028247,-0.0032633,0.0023514,-0.000351,0.052414
-0.0048461,-0.00041001,-0.00053367,-0.020212,0.00055504,-0.0015744
0.0079857,0.0042856,-0.0041151,0.124,0.022926,0.019249
0.004787,0.00094588,0.0044941,0.0052904,-0.015758,0.023107
0.010046,-0.0002102,0.0067298,0.016144,0.00396,0.0054036
0.044576,-0.006515,-0.014203,0.1421,0.030607,0.0063262
-0.050189,0.0057016,-0.0037251,-0.0072734,-0.0083366,0.040265
-0.0021079,-0.00065908,2.7972e-05,-0.0034924,-0.00017103,-0.0033109
-0.0045797,0.0030827,-0.0018794,-0.0049467,2.3527e-05,-0.00050237
0.017871,-0.00043763,-0.0035787,0.00067516,0.0002791,0.0085264
0.009901,-2.522e-05,0.0013118,-0.014616,0.0037669,0.0108
0.026242,-0.022505,-0.0034003,0.041266,0.0093414,-0.025851
0.060198,0.0042516,-0.011269,0.21963,0.014479,-0.002852
0.0015587,-0.00085734,0.00059266,-0.0068796,-0.0012439,-0.0007723
-0.021943,-0.0041668,0.0034976,-0.16016,-0.0039279,-0.029768
0.0076905,0.0017282,-0.00011209,0.068366,0.0095771,0.0052639
0.0039996,-0.00025955,6.0526e-05,-0.01747,0.00010494,-0.0018681
0.0072428,-0.016789,0.0079409,0.077073,-0.0071531,-0.0020075
0.015151,0.006015,-0.0010658,-0.038184,0.015395,-0.036046
-0.003021,0.00016309,0.0004236,-0.0094356,-0.00073602,0.0028916
-0.0086236,-0.0055959,-0.0026162,-0.086818,0.0083311,-0.0018645
0.0041292,-0.0013899,-0.0030985,-0.035442,0.0044866,0.039575
-0.0027403,-0.00017694,0.0020903,-0.0014543,-0.00243,0.0023294
0.021803,-0.010484,0.00064118,-0.035864,-0.0026553,0.014841
-0.011248,-0.0018934,-0.0021522,-0.15005,0.016421,-0.040531
-0.0012701,0.00037777,-0.00030263,0.0043414,-0.0011567,0.0011719
-0.011826,-0.0028428,0.0056615,-0.019081,-0.0019338,0.010861
0.0049335,0.0005402,0.0009555,-0.033151,0.0068267,0.0080501
-0.010969,0.0023933,0.0017168,0.020356,0.00017822,-0.0016922
0.014952,-0.01097,3.6374e-05,-0.023854,-0.0081149,0.00071491
0.031136,6.9119e-05,-0.012523,0.010757,0.0040313,0.022535
-0.0023846,-4.0492e-05,0.00026815,0.0097154,-0.00072514,-0.0007272
-0.01211,-0.0013482,0.0021002,0.031243,-0.014921,0.0086456
-0.0040598,0.00056166,0.00063834,-0.046607,0.009114,-0.022322
-0.011862,0.0016515,0.0022164,0.001794,-0.00040189,-0.0056613
-0.007547,-0.0079339,0.0046954,-0.047698,-0.0063475,-0.011006
-0.031665,-0.0032419,-0.00017975,-0.035888,0.00064868,0.026888
0.00139,-0.00016441,6.8802e-05,0.0034313,-0.00012562,-0.0015125
0.002914,-0.00035417,-0.00044322,0.0095361,-0.012054,0.0035471
0.0021377,-0.00083091,-0.00098012,-0.042508,0.0046687,-0.012435
-0.0038329,0.0001988,0.0012671,0.006309,-0.0011106,-0.0026815
-0.0087013,-0.0062354,0.0042702,-0.044377,-0.0053755,-0.016735
-0.012492,-0.001584,-0.015094,-0.028829,-0.0040085,0.021176
0.0010248,-0.00032178,-0.00033697,-0.0077385,-0.00020051,-0.0015665
0.0027666,0.0010894,-0.0023123,-0.012545,-0.006206,-0.0043136
0.0028723,-0.00077687,-0.0026985,-0.044967,-0.0013764,0.0077861
0.0089627,0.00042348,-0.00042884,0.0075592,-0.0022228,0.0054736
0.0037104,-0.007766,0.0038204,0.00083457,-0.014778,-0.0048197
-0.0086046,0.0028749,0.00091824,0.016604,-0.0037636,0.0049323
0.0016279,-0.00057169,-0.00038794,-0.0052615,-8.5653e-05,0.00037006
0.0028289,0.00084711,-0.002852,0.00043189,-0.0037128,-0.0035698
0.011671,-0.0013388,-0.0016382,-0.051961,-0.0077153,0.018407
