155.52,0,0,0,0,0
10.626,-808.89,0,0,0,0
-53.759,0.54922,-679.29,0,0,0
-13.258,-2.9609,57.643,54.905,18.502,-22.144
23.537,-112.15,0,0,-328.83,-169.69
0,0,0,0,346.13,-115.84
